,y,prob
8600,0,0.02587408678356957
41705,0,0.9431543307228284
18957,0,0.29248798551222316
34912,0,0.10040119165673558
30729,0,0.19478868622355872
43786,0,0.1608365738360693
23286,0,0.127942252954136
2604,0,0.09169247971977044
35149,0,0.5408003342886005
36393,0,0.4120304237700654
13249,0,0.18071726703133761
14724,1,0.8782510626503859
36288,0,0.26848083447492743
36845,1,0.9994545941015833
9146,0,0.03997929190729401
6687,0,0.06465974311810846
44691,1,0.806273471370363
2810,0,0.10053897509614336
26557,0,0.9739895494745778
33368,0,0.11696014495039064
22573,0,0.7419808232607571
44714,1,0.6640661885266792
23265,1,0.9458198358470493
39307,0,0.7463793413577045
25491,0,0.33750475271603053
8836,0,0.1443544718291718
41273,1,0.4175359467660382
31503,0,0.49116301370155824
31122,1,0.19414597396747
74,0,0.0696649134168287
33649,0,0.6976078922563161
11351,1,0.9967944478160456
14523,0,0.09044765228889737
7432,0,0.08897653339896694
17207,0,0.163901809228217
23955,0,0.030008652356118312
32047,0,0.6894416705336175
32536,0,0.20091495147039248
32834,0,0.47581736455113594
12046,0,0.05494194618566567
15296,0,0.28443729879877816
12728,1,0.9407556056786771
5767,0,0.07789183362158407
43137,0,0.7316944637651249
20869,0,0.6487169484013681
36069,0,0.8043815247627155
34067,1,0.45511997233175977
26022,0,0.20959614581572636
13608,0,0.3190105793342122
7390,0,0.306316298706856
14445,0,0.14755476389491426
30526,0,0.35546819805363356
31983,0,0.22313487314009703
21921,0,0.09036851645905486
39387,1,0.7795640668663834
14598,0,0.1419573711188671
16259,0,0.5594863056815106
33824,1,0.3676417265117087
28915,0,0.38054549994371717
44698,0,0.1373016700963498
11,0,0.0801943133253719
15988,0,0.11032955966790917
4185,1,0.41746892143307657
38920,0,0.14197058843482935
1570,0,0.0987679035881417
6921,0,0.11091601667813664
4737,0,0.11482792059867822
35753,0,0.10360707522475392
29481,0,0.9980739897555188
11220,0,0.7978986573812581
6008,0,0.04692297879634011
44083,0,0.8285940044691886
13049,0,0.3019202020340369
13263,0,0.09361800518419235
24198,0,0.5435289503432925
26595,1,0.7300109012190524
872,0,0.09699538191212329
40142,1,0.9987711509417306
28937,0,0.6784161374601052
39149,0,0.2318078981529194
34972,0,0.1317986813533121
32375,0,0.9671394843098009
30467,0,0.08254192266708964
21047,0,0.0865465671347398
21317,0,0.22311030262854273
8144,0,0.19190968005482686
25099,0,0.2819229331500855
19415,0,0.8383013555069805
25421,0,0.12244197115081483
9288,0,0.5810157976900037
5889,0,0.07067221297918677
16170,0,0.06271410523789177
36157,0,0.04879022097021448
7396,0,0.04025127110486187
36012,0,0.057360402207476915
13815,0,0.2815191060904412
21841,0,0.42989632016362644
29860,0,0.3742620612680821
13542,0,0.25851102594291836
2273,0,0.03254633550159092
22359,0,0.29578630285936686
11460,0,0.5010811715475506
25656,0,0.28072235956456065
37937,0,0.058137387468237614
34693,0,0.11513062101652227
34854,0,0.33715186952107645
7207,0,0.12491961821866018
22610,0,0.1983741335694863
39155,0,0.13034241682334677
13875,0,0.18489137667427055
1962,0,0.35903023040684273
25930,0,0.31484326457836476
22894,0,0.05047453533742403
8018,0,0.0767162097130748
22001,0,0.3085647501025146
28544,0,0.9413824915277296
2238,0,0.02912444249543571
28505,0,0.7252899067959108
41743,1,0.7207350770791702
42805,0,0.6979915160346661
29069,0,0.4349386981148273
31706,0,0.34754881407451754
20157,0,0.2331898181862745
13904,0,0.08438980029572796
11153,0,0.1445877973674005
44282,0,0.09902161588544298
13296,0,0.47110329333465417
35839,0,0.1661732937012357
27722,0,0.23927990254712286
5724,0,0.034487117982472865
36355,0,0.11663023030332115
26110,1,0.9980587133694777
12470,0,0.21308311284565656
9293,0,0.48341287334395866
15708,0,0.18712116604968135
15036,0,0.8511282354061246
24780,0,0.19703624869263056
20736,1,0.846408837112193
28644,0,0.4100203341850044
9318,0,0.5129567157247734
27888,0,0.3387554553602579
43997,0,0.5713208732299212
6409,0,0.48896334327061103
34337,1,0.5599796970411998
9876,0,0.24059886355160373
24719,0,0.4125496964447441
40392,1,0.48756224062604053
36033,0,0.8979689510975511
41998,0,0.08462423220181185
21725,0,0.43555251278363133
4970,0,0.09420907378984371
19878,0,0.5419784742861381
29404,0,0.30575154649673625
41378,0,0.47771717199346714
23115,0,0.4164205498573869
2028,0,0.09659465033883702
35684,0,0.0854508690514949
40593,0,0.19788000791927435
28683,0,0.4004498167793459
44033,0,0.24399275682246663
42043,1,0.9995641347548025
35180,0,0.6684860405523654
44228,1,0.508620475135528
23704,0,0.009720594101779778
8087,0,0.2539858251206915
32559,0,0.5656595420442988
12170,0,0.0045560504611212695
18799,0,0.0230110459005821
20732,0,0.2701942332064767
33521,0,0.554926035763712
24035,0,0.16252400021979474
42972,1,0.49528875356123414
95,0,0.2846835020825471
22207,0,0.2684254322579999
23623,0,0.052715562284195765
13985,0,0.2264149805560666
31916,0,0.7547886039567382
13441,0,0.32147593011469117
24166,0,0.32937139735620574
30239,0,0.9671890630962157
29761,0,0.21929850682473226
36803,0,0.12627226746679945
22330,0,0.2776459882578063
33735,1,0.885311879453973
9119,0,0.07956931786175762
2979,0,0.06299258957862608
24794,0,0.35464449038196794
12028,0,0.11647422757556866
17828,0,0.07865387813405719
43518,1,0.297397028931058
37070,0,0.09426518014429033
6174,0,0.32203641636799674
42946,0,0.5573535757712185
42704,0,0.4810074692481708
23280,0,0.06379809924823832
18067,0,0.07450754734073632
12351,0,0.04927610094560721
21590,0,0.7255084901704811
41553,0,0.47993677357713166
3773,0,0.11254332708881108
36125,0,0.28262111344719437
15402,0,0.24111787922912623
2132,0,0.24536249002656177
12336,0,0.18988274919573525
29322,0,0.6289188746166501
36037,0,0.581332589470373
38327,0,0.16984155595677589
27006,0,0.3072896498333861
21575,0,0.16905635125826274
11328,0,0.043703241907208715
41860,1,0.9431796319436153
9451,0,0.09137973992517488
9826,0,0.1879499727266393
685,0,0.05913875884573329
14760,1,0.8794561478208186
19702,0,0.19785661593640155
5612,0,0.06368039231250566
11235,0,0.08378520668546117
26186,0,0.23121409373633442
42112,0,0.4513521123098402
2692,0,0.1044921198832715
37696,0,0.030996573647090842
27169,0,0.3264415126727026
34650,0,0.12549580523621812
19565,0,0.30296430106575195
39436,0,0.2557830986542534
28825,0,0.33568207722650134
14296,0,0.14171377699071125
19816,0,0.3609693152268301
30802,0,0.45241871503875225
41114,0,0.6625068803610968
42840,1,0.7064709459743665
42893,1,0.9159897677692737
37412,0,0.11841010462439791
4994,0,0.23258683052251636
40913,0,0.484974805378875
7832,0,0.04776800404587801
30995,0,0.31853262795514486
6459,0,0.029679947951176493
24161,1,0.31824862835681966
31946,0,0.14262363387487645
28779,0,0.4802206752873879
16174,0,0.4448740851926673
4987,0,0.980937241173562
6438,0,0.11366873617073837
22523,0,0.4030681701904589
12225,0,0.04155825961316017
6767,0,0.09107623826731139
44186,1,0.8776635532776821
330,0,0.5864421502184767
19401,0,0.64196261218303
6957,0,0.03305646715929644
35200,1,0.8510292022280649
40018,1,0.8811244300143802
12483,0,0.2711633147351838
34751,0,0.14875093056952998
39798,0,0.27291614525274704
17376,0,0.09085217789214063
16898,0,0.16252702533205443
18679,0,0.020044932120835666
22953,0,0.2207613748744978
4163,0,0.0853021692365854
9410,0,0.2727100831337647
20821,0,0.6649233820646554
28982,0,0.2525912313603824
41662,0,0.700634817087149
17427,0,0.22040275754549257
9178,0,0.1220252033610578
16791,0,0.2778548488953762
26748,0,0.29009021529957396
16840,0,0.20486708216535754
44878,0,0.19824863661588016
31440,0,0.24232383054326595
17525,0,0.24049286710963572
17163,0,0.04743855883163318
9343,0,0.2720796771522418
4728,0,0.03619763866556232
19970,0,0.2793673203554079
36548,0,0.08859663826887111
26499,0,0.29970676764245385
7131,0,0.03166732623055184
26627,0,0.5298964624599147
23327,0,0.19473299601592162
10634,0,0.28299992968068477
30214,0,0.28892246560987056
8697,0,0.009698902955688106
12352,0,0.10893045000586389
8369,0,0.053368382567504556
18196,0,0.05740219241615052
39237,0,0.39754322499382255
45126,1,0.7718243567810961
15134,0,0.1949814991368296
31239,1,0.24970702111486828
37642,0,0.386379712596622
35482,0,0.15395574645754773
41171,0,0.43821880563411275
6000,0,0.0445198945413202
13149,0,0.6427138281678919
22174,0,0.4802256872343416
9530,0,0.19134449739049939
36325,0,0.2586568094001061
8906,0,0.07072958331251131
38423,0,0.055764920337289844
21669,0,0.5740381274123517
12966,0,0.2587930843551254
26686,0,0.11186989779795034
11398,0,0.2547065486115841
4168,0,0.0485175724323267
18267,0,0.10122165678086216
41982,1,0.34222689816971
7698,0,0.06207098395594175
18285,0,0.9803317926812056
31931,0,0.4188343016843683
25020,0,0.10486928397524421
36135,0,0.11825856110727649
41314,1,0.49226395837191433
24971,0,0.3397605898818916
30594,1,0.9803249949257904
807,0,0.08060395916570147
2902,0,0.07837002365185577
6736,0,0.10295618714021762
567,0,0.03021044827536944
38761,0,0.05410297254498943
10468,0,0.09534859092054816
35742,0,0.22501220223995086
36629,0,0.1110372020309586
16232,0,0.4690563563971254
21980,0,0.07346079530959332
18931,0,0.2615278292317657
19262,1,0.8514683270202222
6222,0,0.05871739539405662
4654,0,0.03403801734747635
31259,0,0.36530632007483815
11795,0,0.27490461173599456
37175,0,0.06748760995271086
26615,0,0.2282135590162043
3271,0,0.4028212233222274
39210,0,0.3319377309446722
5357,0,0.16664098936721308
16487,0,0.10131709127461096
8543,0,0.15578078240317042
15551,0,0.1661433955863841
6848,0,0.024852864880051038
35803,0,0.2922341565572181
10348,0,0.14878953436456308
26657,0,0.9982373295591143
6161,0,0.049692614383371754
25403,0,0.168588450988542
27053,0,0.278485688957351
31552,0,0.6040507417024372
19644,0,0.47714745756216836
42712,0,0.592167159265306
2999,0,0.10116829535442684
1303,0,0.14784408965278587
18202,0,0.19145574743935595
17195,0,0.321029182639369
20563,0,0.41480714500747007
18514,0,0.15255722328214677
22827,0,0.2122124175380709
9204,0,0.3481743344739755
16354,0,0.23676333462683058
1157,0,0.09625599655531297
11344,0,0.14609343780602163
15918,0,0.08017485412984468
43110,1,0.9162045126561035
38654,0,0.37169976717833486
5256,0,0.04930933433219088
21075,0,0.219649282285572
3264,0,0.06731524721984646
25409,0,0.19520195669974807
40297,0,0.8236617030396837
13328,0,0.1123523612932374
8670,0,0.13285617794879676
33846,0,0.1654135012970704
37103,0,0.12983680143024523
29723,0,0.22126178867164437
8301,0,0.08516688954660445
31541,0,0.6107231635184115
10283,0,0.2760708540198756
5377,0,0.05025366049293525
17560,0,0.180426148437404
41525,1,0.47239317664094915
10529,0,0.1593549536241508
17650,0,0.47701861040230137
43815,0,0.4564460396300863
17946,0,0.14555514785691384
44372,0,0.5817302575106261
2447,0,0.027162104189094902
8505,0,0.7637803120734489
41516,0,0.8508456695840579
31043,1,0.3637033394655022
38681,0,0.08387154472666182
39995,0,0.3385818046479183
24274,1,0.5175462678448756
927,0,0.05484178490559056
11491,0,0.7969227873323327
5567,0,0.0702124934958564
10762,0,0.10717943823773207
19371,0,0.2843317537635039
19618,0,0.09004567555031706
44757,1,0.9075054613379692
646,0,0.25564047345969826
40968,1,0.5811089855754524
15111,0,0.18087342766154385
36841,0,0.13935178006666527
40821,0,0.49775169745318376
38162,0,0.5116339629676081
37258,0,0.44056475762292674
1619,0,0.13648432305764022
8955,0,0.23027910727978848
7962,0,0.05870287003012978
34833,0,0.2830013869955099
38618,0,0.17202715390509216
27700,0,0.1528401126624911
10930,0,0.1597074079779318
44604,0,0.0518307555201803
23459,0,0.16172030957167205
6054,0,0.028683595874199795
11978,0,0.25647250229170127
6762,0,0.08575561079615507
44018,1,0.995777974004245
38626,0,0.04685284727682516
10277,0,0.04705466924960553
12742,0,0.2596511785314614
44666,0,0.5943400087909148
37132,0,0.05519234105547661
11579,0,0.10348104674884159
40650,1,0.8071489978767981
44742,0,0.6412778475136341
41739,1,0.44421722642113604
16103,0,0.16203449362470285
25164,0,0.3575019786237823
2130,0,0.9235848603254616
10774,0,0.06837300187202368
39015,0,0.6580031467471128
24617,0,0.4182893995335156
17208,0,0.17267065763967676
11838,1,0.9972825097891176
17209,0,0.26583529540397227
22542,0,0.6131070349735507
40732,1,0.48901500715904683
17588,1,0.7924446233143077
19587,0,0.3953763732023935
8699,0,0.0245830219984345
21293,0,0.1781404949379166
1382,0,0.4954717490917436
44893,1,0.5494277464718811
27644,0,0.26429001649090045
33699,1,0.15253377305836582
24898,0,0.2622285629556216
21612,0,0.153708967142276
4494,0,0.07508588081630646
3419,0,0.06250339276642418
10596,0,0.055753371248482925
14174,0,0.2730040514907271
7739,1,0.9934974821244458
36443,1,0.9181498132085316
43931,0,0.6178665809107502
21128,0,0.1207377471081247
20064,0,0.4367659347003442
40099,0,0.5260851077448111
39090,0,0.3961978395768832
35624,0,0.0786956984087233
5120,0,0.8063326950235988
16436,0,0.15445890436933654
14728,1,0.9941963567357953
28585,0,0.47786811569542625
6211,0,0.028951391477114934
22381,0,0.5754389541223098
15189,0,0.38095093062069674
32166,0,0.2878647579638213
7666,1,0.7195198951612498
22397,0,0.20701778107517851
34590,0,0.18728139708770855
7724,0,0.1335678925677879
1513,0,0.04575106746580576
35430,0,0.17714569712281228
22065,0,0.15346233014057986
36749,0,0.3012750952561348
17666,0,0.5841770544390045
34903,0,0.21289628507328504
9327,0,0.22190352722967782
17055,0,0.2864821069721994
32451,0,0.2690716785934307
5191,0,0.048832528087923134
28323,0,0.08854188237073178
17342,0,0.06384500021073451
7167,0,0.044117143168203664
39000,0,0.13512259308501848
33796,0,0.5178866296994359
4525,0,0.027235191959270735
7945,0,0.036180470815963144
11121,0,0.8045359390547662
3628,0,0.04548361052342891
39950,0,0.21877962028254636
26992,0,0.163524741752208
34357,0,0.14135882045543074
17899,1,0.8398913441800975
34997,0,0.9376991526124031
41015,0,0.7804357791216582
3612,0,0.20949795848542532
15573,0,0.21417548370317643
10590,0,0.26042129471236347
44307,1,0.7241935302758642
8918,0,0.16272746151643797
35973,0,0.5373205028362303
43059,1,0.6323044175668799
1005,0,0.09123363064469042
675,0,0.17080489562375942
15098,0,0.2437654358192162
13946,0,0.13232682235633225
17871,0,0.27245475552589365
15709,0,0.03514637640398067
11103,0,0.08257800105503778
8126,0,0.39180028413218015
4855,0,0.01233510476977168
4099,0,0.04313350821699508
36056,0,0.08050081470952385
23600,0,0.09457490892508798
22135,0,0.22596560671404586
29869,0,0.2201150547220344
11410,0,0.30474719166549047
813,0,0.08581968010030346
21806,0,0.25161630459433737
41753,0,0.3576445570791186
44737,1,0.8719019574037472
23222,0,0.2689938893697224
15624,0,0.5637191249978688
4993,0,0.23036496405760298
28324,0,0.24693861274483656
31996,1,0.9911084224356126
266,0,0.13330706444250673
29452,0,0.4365780202273143
6497,0,0.17534714705679547
32245,0,0.18894869264690947
13275,0,0.23140185498003601
25523,0,0.21035875976102716
12672,0,0.18985606592552573
41973,0,0.7247844007232128
20425,0,0.3756516229847554
11049,0,0.054140723557684775
3676,0,0.06313459177925793
44389,1,0.8854972477095949
1493,0,0.0299490867355868
16065,0,0.025391919430359344
20159,0,0.16725724662575006
20520,0,0.8863769002089347
27473,0,0.8614331781678786
44602,0,0.999999989760027
36098,0,0.09453858597452568
10205,0,0.4864679266572321
31489,0,0.4497522825469427
42674,1,0.6547480873888876
37475,0,0.07942661302447028
21368,0,0.14907360145842166
26658,0,0.23465970339389003
7838,0,0.13433003486091183
34687,0,0.9021307494228944
314,0,0.21406693884128297
31771,1,0.8637802888906694
3249,0,0.056285481168550616
25820,0,0.5648026027328515
19381,0,0.703528454490788
6031,0,0.028968354465391897
37407,0,0.42911589475223394
11170,0,0.16280539536150773
34950,0,0.1617218713961969
43922,1,0.8510628778960108
22967,0,0.27651424640166744
702,0,0.1364040000136841
39035,0,0.10572706613755452
34188,0,0.4082467908067533
41754,0,0.9900421599418163
15853,0,0.17751019574237706
11938,0,0.11743066941336082
43980,0,0.435269324304959
27035,0,0.21016249400291556
21824,0,0.1923449545779927
20629,0,0.49813471224101113
35404,0,0.3468701043576781
27754,0,0.21072305826322024
2951,0,0.08602112406714194
14357,0,0.18347928392650745
39351,1,0.9951887810965244
41272,0,0.4007208821685835
15086,0,0.31497097301684174
22104,0,0.5552522908689119
29991,0,0.38562805523164223
37186,0,0.42890973302142354
13929,0,0.16230672142867184
29005,0,0.6562838726264337
32351,0,0.6133524835809995
28284,1,0.8782899180065453
27655,0,0.09990124158782322
4894,0,0.059832380536125766
8338,0,0.1455612132154468
15878,0,0.4725140296460845
17772,0,0.23403334473396234
36128,0,0.3452126319998067
25544,0,0.22256746336918354
37564,0,0.1658552663188966
39067,0,0.11348952727448397
24039,1,0.4318714920810868
22690,0,0.7345873922474976
38140,0,0.08266481555724713
37876,1,0.20594074099144796
27658,1,0.9068414420332157
6782,0,0.0564548766394781
6154,0,0.04740359252896694
24466,0,0.08896164996927372
7484,0,0.028246001274522294
21606,0,0.5937631326411685
729,0,0.1045870664320053
12323,1,0.610862244070867
25332,0,0.6298806996324843
21932,0,0.20465137402708827
21777,0,0.28972136481659516
1086,0,0.9746235720916521
43870,0,0.7128073220841327
15474,0,0.117226995781471
25115,0,0.14652677372452938
26308,0,0.3122227535752048
37453,0,0.3745509089368114
22080,0,0.6001593645833413
28765,0,0.9760818627947653
5992,0,0.016162353145211146
35596,0,0.037172331706120325
11350,0,0.4013909418712801
10994,0,0.11188514584459527
23157,0,0.6478215839333816
39483,0,0.1496244839404644
2011,0,0.0827804344451775
21654,0,0.3002712373004197
6508,0,0.1411301866049307
770,0,0.040318204476923206
15852,0,0.6887397356501042
42076,0,0.7105214429478213
14134,0,0.11276917454178559
19088,0,0.4427057566208488
37111,0,0.2616372712461574
16150,0,0.42698700198347905
10791,0,0.1542080307603854
33507,0,0.0739252758070766
11688,0,0.1538280591095917
36240,0,0.1954368492241591
35019,0,0.07019930541982386
27958,0,0.5707304092753003
35903,0,0.13531918546395436
27555,1,0.8309801330852983
43190,1,0.3570345203196223
28069,0,0.26690167060259523
36013,0,0.043478135392825926
23414,0,0.8107306356196989
13063,0,0.446843402893468
10228,0,0.04949895520503376
12270,0,0.35887872167000795
18515,0,0.12080421384641218
10642,0,0.13563335937971238
26304,0,0.08899683827936634
29077,0,0.2948932433717996
2761,0,0.023951984385262488
15979,0,0.7554069420842244
10106,0,0.7964893102754977
8657,0,0.0613323905364884
28663,0,0.981210287566549
3353,0,0.06747301300671693
32065,1,0.6481167204151627
43009,1,0.857869334263871
36160,0,0.07405590416236683
14370,0,0.1665157200954566
30489,0,0.7821825931411096
29544,0,0.09988514526420447
23726,0,0.033778279271304924
15725,0,0.15347375305779482
29165,0,0.7163647335014748
39125,0,0.2962914669814144
37405,0,0.3119938769349375
42983,1,0.964567199765695
4564,0,0.3224616243561716
18395,0,0.03596218640332539
26192,1,0.5301965216721897
15856,0,0.06547953879035377
11734,0,0.15461178273983708
41402,0,0.4253592934845642
35929,0,0.11445293429352386
30849,0,0.7543055083990331
11062,0,0.14721125335744534
18621,0,0.017523289546742187
41894,1,0.7929467503977714
36490,0,0.12397673195464001
6295,0,0.08030098687050015
13907,0,0.207462755771132
31797,0,0.38507473060133685
40957,0,0.9939594241334309
21475,0,0.13336133985804735
30711,0,0.2852225377418225
2206,0,0.12820684257927517
15939,0,0.15434485518416716
28651,0,0.9992939088125843
42757,0,0.2987288222191221
38614,0,0.16017184341094223
16381,0,0.6533465128140994
15783,0,0.284785667617453
4340,0,0.060335709699273
44981,0,0.1871094136981361
746,0,0.2759388564221433
39732,0,0.6672723890850992
21454,0,0.49634837848092384
13932,1,0.9127707770517411
17619,0,0.028545339653452687
26369,0,0.3175353454558875
18028,0,0.22580454894220153
27723,0,0.5315763129140268
31011,0,0.270653938799932
34154,0,0.5115918852864769
5378,0,0.251778166298849
438,0,0.17334909552689112
42629,1,0.9246687111880426
23530,0,0.3067835446827311
7023,0,0.01666388467117095
42020,1,0.31341242815284087
31851,0,0.1993712487824708
942,0,0.22251377424706123
41774,0,0.9892491435061099
42464,0,0.6391227111651633
41112,0,0.28649223938285323
7790,0,0.39113362505269184
36601,1,0.9769588468209534
35371,0,0.06416090025762243
30971,0,0.5173027140259405
24414,0,0.3026848199055606
7759,0,0.10753088412980896
28596,0,0.12507155915271115
10956,0,0.1123235250401463
6499,0,0.05997893222878337
5292,0,0.12038925477181894
9237,1,0.2967286015422043
41146,1,0.3201211013727296
6032,0,0.01919696770610898
37952,0,0.1792882184187409
15669,0,0.3383953563690233
43412,1,0.4809257393227148
25014,0,0.17417225229260644
37152,0,0.11591873371960844
4752,0,0.1242328325135767
36917,0,0.8399284126185981
29305,0,0.4173916765717178
6513,0,0.04102105135830016
15975,0,0.3167514472340252
25986,0,0.5990370056125602
1242,0,0.04085757824105253
6982,0,0.08393244439249435
43724,0,0.0429471070200165
4665,0,0.04115166516827932
36522,0,0.10681749850029536
44199,0,0.670107511711162
9660,0,0.048002761689348396
31693,0,0.8946340094734402
7542,0,0.05737835461616478
25123,0,0.418038622047655
39043,0,0.2576869985135132
16222,0,0.14168477083821562
12447,1,0.20458978577289755
8516,0,0.866071532955005
28229,0,0.22296809125463574
20958,0,0.30901929306787856
40315,0,0.7204183505559254
31150,1,0.6299317847814306
44088,0,0.2600712304745957
19439,0,0.26087862383798144
5860,0,0.07676100536266024
11202,0,0.49843637591220724
33920,1,0.8797074524568886
32010,0,0.37397228156472884
36600,0,0.03414824409724698
32045,0,0.2545574951876071
16559,0,0.10283493653117413
7166,0,0.05369536172351259
21652,0,0.35715912320239906
4292,0,0.06573251331018146
4772,0,0.04787387550287832
33562,0,0.589055603001068
36635,0,0.15426971606183812
14087,0,0.12733653209046308
19163,0,0.4164053977247953
18566,0,0.4738046367381198
8125,0,0.09821172977778275
11283,0,0.04906100218914686
22515,0,0.31037524979472086
29152,0,0.5566345279911109
42976,0,0.6789470813556583
14491,0,0.31237314932468185
34259,0,0.3065627716404743
44362,0,0.831191354210287
38098,0,0.059973303539444384
3004,1,0.7675466739054024
30285,0,0.47105017061103754
10519,0,0.34193177111944084
19474,0,0.22047549743766784
6618,0,0.07914952735145966
15256,0,0.042640603306206226
40584,0,0.29617995189683866
8665,0,0.09905604800359943
29988,0,0.3327397721688571
31425,1,0.7041833187412121
42491,1,0.9193022499065493
12242,0,0.1641883546470702
9906,0,0.2984463305300221
14903,0,0.14161041917077083
37852,0,0.1011612002285264
41279,1,0.8425637452204363
32711,0,0.18031798265414095
27061,0,0.4353013470313846
39784,0,0.5688169323220279
8778,0,0.08159182071917481
35644,0,0.05827684822049037
40339,1,0.48039179598983767
43729,0,0.8788342035966968
15376,0,0.1728565449702343
25950,0,0.7222399657610555
4172,0,0.18734443601692438
36671,0,0.12100362635050532
17840,0,0.04181585475005646
35772,0,0.1661800272800045
26805,0,0.4547716600592015
12322,0,0.2996257600732083
14318,0,0.28890424543012777
18542,0,0.1684330316569169
26042,0,0.2582321105052533
30582,0,0.10973052037984506
37951,0,0.10418482453689969
10734,0,0.008191423957244455
14807,0,0.7744616971205187
29466,0,0.154819456751303
24748,0,0.1934217629443052
13333,0,0.6974058876217408
275,0,0.05339625021287548
8122,0,0.04463122451603917
2321,0,0.08679193429351773
28232,0,0.5987170826855218
4337,0,0.04360393082418917
14791,0,0.08371679682933435
28993,0,0.11121241393247831
14117,0,0.266733761927408
7155,0,0.3169932999026243
14192,0,0.19546243897954033
21853,0,0.2823515515603558
41428,1,0.9834451015420056
42921,0,0.4290175721509481
11667,0,0.04943291631946659
44405,0,0.6433317647014379
5022,0,0.503251989651365
34847,0,0.18302079086219952
37621,0,0.341742758913877
1125,0,0.043823032033962886
7275,0,0.015474181762035319
43766,0,0.4138404376850985
10871,1,0.7631014365698493
16108,0,0.303103228751807
15611,0,0.49454089830856096
9671,1,0.9846379428702607
13443,0,0.2929156844694475
24789,0,0.09854304510478315
31855,0,0.9469354874253973
17308,0,0.26798193348596216
25304,0,0.33003301494297843
37983,0,0.5076609961562915
3448,0,0.13658670931009276
8421,0,0.5077117955117778
3880,0,0.09820962062875382
29669,0,0.9999351568109894
1825,0,0.7235981955056524
28090,0,0.43941282489839995
32611,0,0.38262156944828646
16185,0,0.09583939833234816
16386,0,0.22053941376072794
28441,0,0.3125488284705563
12054,0,0.06320548721721413
13861,0,0.4877832994588031
17191,0,0.2784973077659175
45109,1,0.8449132864594894
32931,0,0.1644779961606202
41928,1,0.5122980552065277
6529,0,0.1836364725377678
773,0,0.04794439638840773
22532,0,0.2857470792096558
33868,1,0.5843537003341455
8748,0,0.08234404131742595
31614,0,0.19048192254973437
9874,0,0.2006419580220275
15950,0,0.18314175074911684
13078,0,0.42933158370303653
25742,0,0.10162879777994738
5919,0,0.15042290632138144
6633,0,0.12079000152847176
40496,0,0.22489365099608302
41476,0,0.8593666763535378
1504,0,0.05507744572492566
13373,0,0.43707445786778437
37317,0,0.44093701145016057
26307,0,0.3114709584329777
38334,0,0.41879529525934295
41517,0,0.5606384400531451
31186,0,0.27144366498497846
41309,0,0.42877414324105234
43450,0,0.36383170402441656
3286,0,0.044280232247330215
39602,0,0.2814422350351172
38660,0,0.05825039378396398
16751,0,0.18318259442240623
43943,0,0.11051613867320761
27766,0,0.36086169712514066
16662,0,0.3089741271102252
35659,0,0.3698462360988272
20499,0,0.12983709512761932
19954,0,0.03769812776435093
28223,0,0.20421778637132318
36233,1,0.9527649184211612
33885,0,0.8002364849189673
2111,0,0.04453034768785299
13177,1,0.9404927166430568
29169,0,0.3694968740081091
35905,0,0.14648507957967616
12062,0,0.04232558104356161
